customer,customer_country,fraud_flag,timestamp,counterparty,counterparty_country,type,ccy,amount
K26815935327225,UK,N,8/23/21 23:44,6.74622E+13,UK,OTHER,GBP,23525.28
K26815935327225,UK,N,10/4/21 15:00,6.44136E+13,UK,OTHER,USD,23348.74
K26815935327225,UK,N,10/8/21 23:12,6.44136E+13,UK,OTHER,GBP,23058.7
K26815935327225,UK,N,10/12/21 13:36,6.44136E+13,UK,OTHER,GBP,22832.54
K26815935327225,UK,N,10/27/21 21:08,6.44136E+13,UK,OTHER,GBP,22714.13
K26815935327225,UK,N,11/3/21 19:34,6.74622E+13,UK,OTHER,GBP,23649.87
K26815935327225,UK,N,11/12/21 0:44,6.44136E+13,UK,OTHER,GBP,23211.41
K26815935327225,UK,N,12/14/21 23:14,6.74622E+13,,OTHER,GBP,23564.75
K26815935327225,UK,N,12/18/21 14:33,6.74622E+13,UK,OTHER,GBP,23816.61
K26815935327225,UK,N,12/18/21 22:59,6.74622E+13,UK,OTHER,GBP,23528.7
K26815935327225,UK,N,12/21/21 22:51,6.74622E+13,UK,OTHER,GBP,23552.37
K26815935327225,UK,N,6/26/21 20:33,6.44136E+13,,PAYMENT,GBP,1427.74
K26815935327225,UK,N,7/23/21 22:20,6.44136E+13,UK,PAYMENT,GBP,1393.65
K26815935327225,UK,N,10/15/21 10:33,6.74622E+13,UK,TRANSFER,JPY,23704.29
K26815935327225,UK,N,11/7/21 11:49,6.74622E+13,UK,TRANSFER,USD,24064.97
K27459725692695,US,N,8/3/21 14:16,7.16199E+13,BR,DIVIDEND,GBP,152958.29
K27459725692695,US,N,1/12/21 0:49,7.16199E+13,BR,INTEREST,BRL,153274.3
K27459725692695,US,N,2/13/21 5:41,7.16199E+13,BR,INTEREST,BRL,153490.89
K27459725692695,US,N,2/14/21 5:46,7.16199E+13,BR,INTEREST,USD,41839.03
K27459725692695,US,N,5/28/21 1:18,7.16199E+13,,INTEREST,BRL,153663.99
K27459725692695,US,N,5/31/21 2:42,7.16199E+13,BR,INTEREST,BRL,152836.18
K27459725692695,US,N,6/27/21 0:15,7.16199E+13,BR,INTEREST,USD,41900
K27459725692695,US,N,6/29/21 3:50,7.16199E+13,BR,INTEREST,USD,42126.08
K27459725692695,US,N,7/13/21 1:31,7.16199E+13,,INTEREST,USD,42202.08
K27459725692695,US,N,8/3/21 7:45,7.16199E+13,BR,INTEREST,USD,42064.9
K27459725692695,US,N,8/12/21 6:43,7.16199E+13,BR,INTEREST,USD,41801.59
K27459725692695,US,N,10/16/21 20:26,7.16199E+13,,INTEREST,BRL,153450.01
K27459725692695,US,N,1/8/21 0:15,7.16199E+13,BR,INVESTMENT,BRL,87300
K27459725692695,US,N,1/9/21 6:16,7.16199E+13,BR,INVESTMENT,USD,61467.7
K27459725692695,US,N,1/23/21 8:54,7.16199E+13,BR,INVESTMENT,USD,61362.54
K27459725692695,US,N,2/4/21 7:46,7.16199E+13,,INVESTMENT,USD,61642.17
K27459725692695,US,N,3/8/21 5:56,7.16199E+13,BR,INVESTMENT,USD,61669.54
K27459725692695,US,N,3/26/21 7:47,7.16199E+13,BR,INVESTMENT,BRL,88163.76
K27459725692695,US,N,5/16/21 2:46,7.16199E+13,BR,INVESTMENT,USD,61793.8
K27459725692695,US,N,5/17/21 0:49,7.16199E+13,,INVESTMENT,BRL,87964.21
K27459725692695,US,N,5/25/21 4:08,7.16199E+13,BR,INVESTMENT,USD,60898.58
K27459725692695,US,N,7/28/21 1:29,7.16199E+13,BR,INVESTMENT,BRL,88268.26
K27459725692695,US,N,8/11/21 4:48,7.16199E+13,BR,INVESTMENT,BRL,87990.38
K27459725692695,US,N,9/17/21 10:18,7.16199E+13,BR,INVESTMENT,USD,61606.8
K27459725692695,US,N,9/30/21 20:11,7.16199E+13,BR,INVESTMENT,SGD,87883.75
K27459725692695,US,N,11/22/21 20:07,7.16199E+13,BR,INVESTMENT,USD,61014.89
K27459725692695,US,N,8/7/21 8:05,7.16199E+13,BR,OTHER,GBP,41925.31
K27459725692695,US,N,2/9/21 23:40,7.16199E+13,,PAYMENT,SGD,153985.15
K27459725692695,US,N,7/9/21 7:29,7.16199E+13,BR,TRANSFER,EUR,153116.62
K27459725692695,US,N,2/4/21 8:02,3.18845E+13,CN,DIVIDEND,EUR,287180.37
K27459725692695,US,N,2/9/21 6:58,3.18845E+13,CN,DIVIDEND,USD,37845.44
K27459725692695,US,N,4/22/21 6:07,3.18845E+13,,DIVIDEND,USD,37964.87
K27459725692695,US,N,5/2/21 22:39,3.18845E+13,CN,DIVIDEND,USD,38096.95
K27459725692695,US,N,6/5/21 23:05,3.18845E+13,CN,DIVIDEND,CNY,286910.67
K27459725692695,US,N,7/2/21 9:37,3.18845E+13,,DIVIDEND,USD,37647.7
K27459725692695,US,N,7/10/21 4:25,3.18845E+13,CN,DIVIDEND,USD,37905.32
K27459725692695,US,N,7/22/21 23:51,3.18845E+13,CN,DIVIDEND,CNY,286948.86
K27459725692695,US,N,11/9/21 0:41,3.18845E+13,,DIVIDEND,CNY,286680.44
K27459725692695,US,N,12/21/21 1:46,3.18845E+13,CN,DIVIDEND,USD,37830.46
K27459725692695,US,N,12/31/21 6:17,3.18845E+13,CN,DIVIDEND,USD,37604.84
K27459725692695,US,N,2/13/21 5:54,3.18845E+13,CN,INTEREST,USD,71179.1
K27459725692695,US,N,3/6/21 10:07,3.18845E+13,CN,INTEREST,USD,71231.36
K27459725692695,US,N,3/8/21 4:02,3.18845E+13,,INTEREST,USD,70794.35
K27459725692695,US,N,4/20/21 5:43,3.18845E+13,CN,INTEREST,GBP,233018.26
K27459725692695,US,N,6/4/21 20:37,3.18845E+13,,INTEREST,CNY,232812.01
K27459725692695,US,N,6/29/21 20:38,3.18845E+13,CN,INTEREST,SGD,71320.09
K27459725692695,US,N,7/14/21 4:25,3.18845E+13,CN,INTEREST,CNY,234564.11
K27459725692695,US,N,7/21/21 1:01,3.18845E+13,CN,INTEREST,USD,71229.38
K27459725692695,US,N,8/24/21 7:45,3.18845E+13,CN,INTEREST,USD,71247.98
K27459725692695,US,N,8/31/21 4:16,3.18845E+13,CN,INTEREST,CNY,233140.49
K27459725692695,US,N,10/6/21 6:20,3.18845E+13,CN,INTEREST,USD,71568.3
K27459725692695,US,N,2/24/21 10:58,3.18845E+13,CN,PAYMENT,SGD,286233.14
K27459725692695,US,N,8/18/21 22:09,9.81278E+13,DE,BILLING,BRL,73849.83
K27459725692695,US,N,7/5/21 22:19,9.81278E+13,DE,DIVIDEND,BRL,17182.67
K27459725692695,US,N,6/18/21 21:26,9.81278E+13,DE,PAYMENT,USD,73911.71
K27459725692695,US,N,6/18/21 22:29,9.81278E+13,DE,PAYMENT,EUR,10303.46
K27459725692695,US,N,6/28/21 22:34,9.81278E+13,DE,PAYMENT,EUR,10580.36
K27459725692695,US,N,10/26/21 2:44,9.81278E+13,DE,PAYMENT,EUR,10473.19
K27459725692695,US,N,4/26/21 21:18,9.81278E+13,DE,TRANSFER,USD,72039.7
K27459725692695,US,N,5/27/21 23:33,9.81278E+13,DE,TRANSFER,EUR,17251.02
K27459725692695,US,N,7/30/21 4:31,9.81278E+13,DE,TRANSFER,EUR,17258.76
K27459725692695,US,N,9/21/21 22:17,9.81278E+13,DE,TRANSFER,EUR,17283.22
K27459725692695,US,N,3/13/21 5:21,7.26235E+13,JP,DIVIDEND,USD,59607.54
K27459725692695,US,N,4/1/21 5:23,7.26235E+13,JP,DIVIDEND,GBP,59306.48
K27459725692695,US,N,4/5/21 8:01,7.26235E+13,,DIVIDEND,USD,59469.6
K27459725692695,US,N,9/1/21 1:55,7.26235E+13,JP,DIVIDEND,JPY,5636474.54
K27459725692695,US,N,9/9/21 2:04,7.26235E+13,JP,DIVIDEND,USD,59575.96
K27459725692695,US,N,11/30/21 23:32,7.26235E+13,JP,DIVIDEND,USD,59452.65
K27459725692695,US,N,6/28/21 0:25,7.26235E+13,JP,INTEREST,INR,53924.25
K27459725692695,US,N,7/5/21 23:23,7.26235E+13,JP,PAYMENT,USD,54208.37
K27459725692695,US,N,11/27/21 8:12,7.26235E+13,,PAYMENT,USD,54200.26
K29555574823165,US,N,7/20/21 4:28,2.57962E+13,HK,DIVIDEND,EUR,326822.55
K29555574823165,US,N,1/30/21 8:09,2.57962E+13,,INVESTMENT,USD,71994.09
K29555574823165,US,N,3/20/21 6:17,2.57962E+13,HK,INVESTMENT,GBP,325958.62
K29555574823165,US,N,4/5/21 8:50,2.57962E+13,HK,INVESTMENT,USD,71805.7
K29555574823165,US,N,7/3/21 2:57,2.57962E+13,HK,INVESTMENT,HKD,326160.59
K29555574823165,US,N,8/29/21 3:56,2.57962E+13,HK,INVESTMENT,USD,72434.27
K29555574823165,US,N,9/5/21 7:53,2.57962E+13,HK,INVESTMENT,HKD,326023.64
K29555574823165,US,N,9/18/21 9:21,2.57962E+13,HK,INVESTMENT,USD,71929.82
K29555574823165,US,N,9/21/21 23:58,2.57962E+13,HK,INVESTMENT,USD,71949.26
K29555574823165,US,N,9/28/21 7:50,2.57962E+13,HK,INVESTMENT,USD,72177.45
K29555574823165,US,N,9/30/21 8:00,2.57962E+13,HK,INVESTMENT,USD,72273.47
K29555574823165,US,N,11/18/21 3:29,2.57962E+13,HK,INVESTMENT,HKD,325924
K29555574823165,US,N,11/22/21 0:31,2.57962E+13,HK,INVESTMENT,HKD,326419.52
K29555574823165,US,N,1/11/21 18:47,2.57962E+13,HK,OTHER,INR,23828.55
K29555574823165,US,N,1/23/21 22:01,2.57962E+13,HK,OTHER,USD,23798.1
K29555574823165,US,N,8/6/21 1:16,2.57962E+13,HK,OTHER,HKD,462044.02
K29555574823165,US,N,8/9/21 7:15,2.57962E+13,HK,OTHER,GBP,463488.52
K29555574823165,US,N,8/16/21 4:25,2.57962E+13,HK,OTHER,USD,23991.83
K29555574823165,US,N,11/9/21 23:11,2.57962E+13,HK,OTHER,USD,23669.16
K29555574823165,US,N,11/12/21 22:20,2.57962E+13,HK,OTHER,USD,23874.14
K29555574823165,US,N,12/15/21 8:14,2.57962E+13,HK,PAYMENT,USD,462192.37
K29555574823165,US,N,1/13/21 7:24,7.55814E+13,JP,INTEREST,JPY,2635049.95
K29555574823165,US,N,2/1/21 21:48,7.55814E+13,JP,INTEREST,USD,23826.46
K29555574823165,US,N,2/6/21 20:27,7.55814E+13,JP,INTEREST,JPY,2634006.25
K29555574823165,US,N,2/18/21 5:40,7.55814E+13,JP,INTEREST,JPY,2633979.77
K29555574823165,US,N,3/12/21 4:39,7.55814E+13,JP,INTEREST,JPY,2631259.1
K29555574823165,US,N,5/17/21 10:22,7.55814E+13,JP,INTEREST,JPY,2633367.64
K29555574823165,US,N,5/25/21 1:04,7.55814E+13,JP,INTEREST,USD,23731.29
K29555574823165,US,N,7/9/21 3:15,7.55814E+13,JP,INTEREST,JPY,2635164.9
K29555574823165,US,N,8/25/21 20:39,7.55814E+13,JP,INTEREST,USD,23924.94
K29555574823165,US,N,10/31/21 2:13,7.55814E+13,JP,INTEREST,EUR,23838.41
K29555574823165,US,N,11/9/21 2:40,7.55814E+13,JP,INTEREST,USD,23955.22
K29555574823165,US,N,11/15/21 6:06,7.55814E+13,JP,INTEREST,JPY,2633335.79
K29555574823165,US,N,11/25/21 17:52,7.55814E+13,JP,INTEREST,USD,23770.16
K29555574823165,US,N,11/25/21 21:07,7.55814E+13,JP,INTEREST,USD,24303.47
K29555574823165,US,N,11/26/21 0:19,1.51382E+13,JP,INTEREST,BRL,4856625.81
K29555574823165,US,N,12/4/21 0:46,1.51382E+13,JP,INTEREST,JPY,64437.42
K29555574823165,US,N,1/20/21 20:53,7.55814E+13,JP,OTHER,USD,73296.97
K29555574823165,US,N,1/28/21 5:56,7.55814E+13,JP,OTHER,USD,73146.78
K29555574823165,US,N,2/4/21 1:15,7.55814E+13,JP,OTHER,JPY,1385073.44
K29555574823165,US,N,4/10/21 22:20,7.55814E+13,JP,OTHER,USD,73057.74
K29555574823165,US,N,4/14/21 21:23,7.55814E+13,JP,OTHER,USD,73428.31
K29555574823165,US,N,5/6/21 1:11,7.55814E+13,JP,OTHER,JPY,1387319.15
K29555574823165,US,N,7/25/21 21:33,7.55814E+13,JP,OTHER,USD,73463.02
K29555574823165,US,N,7/27/21 9:48,7.55814E+13,JP,OTHER,USD,73305.62
K29555574823165,US,N,8/9/21 23:19,7.55814E+13,JP,OTHER,JPY,1385868.14
K29555574823165,US,N,8/11/21 17:19,7.55814E+13,JP,OTHER,USD,73389.07
K29555574823165,US,N,10/14/21 0:27,7.55814E+13,JP,OTHER,USD,72788.77
K29555574823165,US,N,11/7/21 2:08,7.55814E+13,JP,OTHER,USD,73613.4
K29555574823165,US,N,11/12/21 14:30,7.55814E+13,JP,OTHER,JPY,1383918.22
K29555574823165,US,N,12/4/21 20:59,7.55814E+13,JP,OTHER,JPY,1387501.18
K29555574823165,US,N,12/30/21 1:22,7.55814E+13,JP,OTHER,USD,72840.78
K29555574823165,US,N,1/30/21 2:24,1.51382E+13,JP,PAYMENT,USD,47163.32
K29555574823165,US,N,3/6/21 21:54,1.51382E+13,JP,PAYMENT,USD,47294.08
K29555574823165,US,N,3/23/21 3:13,1.51382E+13,JP,PAYMENT,USD,47114.32
K29555574823165,US,N,7/11/21 22:46,1.51382E+13,JP,PAYMENT,USD,47304.57
K29555574823165,US,N,8/24/21 22:16,1.51382E+13,JP,PAYMENT,JPY,3129345.54
K29555574823165,US,N,10/10/21 1:05,1.51382E+13,JP,PAYMENT,USD,47058.46
K29555574823165,US,N,10/26/21 4:08,1.51382E+13,JP,PAYMENT,USD,47462.69
K29555574823165,US,N,4/12/21 7:19,1.51382E+13,JP,TRANSFER,JPY,4854177.77
K29555574823165,US,N,6/22/21 18:34,1.51382E+13,JP,TRANSFER,JPY,4851944.61
K29555574823165,US,N,7/7/21 2:29,1.51382E+13,JP,TRANSFER,JPY,4855975.09
K29555574823165,US,N,7/16/21 19:29,1.51382E+13,JP,TRANSFER,USD,64221.79
K29555574823165,US,N,8/12/21 20:53,1.51382E+13,JP,TRANSFER,JPY,4856884.87
K29555574823165,US,N,10/31/21 0:49,1.51382E+13,JP,TRANSFER,JPY,4854536.93
K29555574823165,US,N,11/11/21 17:19,1.51382E+13,JP,TRANSFER,JPY,4852846.87
K29555574823165,US,N,12/18/21 6:58,1.51382E+13,JP,TRANSFER,USD,64606.28
K29555574823165,US,N,12/22/21 22:15,1.51382E+13,JP,TRANSFER,JPY,4858348.09
K29555574823165,US,N,9/13/21 22:54,1.51382E+13,JP,TT,EUR,3127264.23
K32167846713976,US,N,1/20/21 23:33,5.61528E+13,CN,OTHER,USD,29894.32
K32167846713976,US,N,2/14/21 19:52,5.61528E+13,CN,OTHER,USD,30054.03
K32167846713976,US,N,2/23/21 20:53,5.61528E+13,CN,OTHER,CNY,246885.34
K32167846713976,US,N,4/5/21 7:30,5.61528E+13,CN,OTHER,CNY,246581.01
K32167846713976,US,N,4/13/21 15:47,5.61528E+13,CN,OTHER,USD,29997.1
K32167846713976,US,N,4/19/21 0:08,5.61528E+13,CN,OTHER,USD,29731.92
K32167846713976,US,N,6/29/21 22:49,5.61528E+13,CN,OTHER,BRL,246352.67
K32167846713976,US,N,7/2/21 19:18,5.61528E+13,CN,OTHER,GBP,30000
K32167846713976,US,N,10/16/21 23:46,5.61528E+13,CN,OTHER,USD,30036.36
K32167846713976,US,N,12/30/21 8:09,5.61528E+13,,OTHER,CNY,245981.6
K32167846713976,US,N,1/19/21 21:39,5.61528E+13,CN,TRANSFER,JPY,29911.36
K32167846713976,US,N,10/2/21 1:23,5.1966E+13,IN,OTHER,GBP,48431.68
K32167846713976,US,N,1/14/21 4:23,5.1966E+13,IN,PAYMENT,USD,4455.49
K32167846713976,US,N,2/13/21 5:35,5.1966E+13,IN,PAYMENT,INR,5221459.01
K32167846713976,US,N,3/13/21 23:18,5.1966E+13,IN,PAYMENT,INR,5219754.3
K32167846713976,US,N,4/29/21 21:16,5.1966E+13,IN,PAYMENT,INR,5222787.72
K32167846713976,US,N,5/1/21 23:53,5.1966E+13,,PAYMENT,SGD,5221015.48
K32167846713976,US,N,5/5/21 3:16,5.1966E+13,IN,PAYMENT,INR,5221317.42
K32167846713976,US,N,7/19/21 21:18,5.1966E+13,IN,PAYMENT,INR,5218936.79
K32167846713976,US,N,7/21/21 15:40,5.1966E+13,IN,PAYMENT,USD,4404.68
K32167846713976,US,N,10/12/21 18:05,5.1966E+13,IN,PAYMENT,USD,4499.92
K32167846713976,US,N,11/6/21 5:37,5.1966E+13,IN,PAYMENT,USD,4518.58
K32167846713976,US,N,11/11/21 5:23,5.1966E+13,IN,PAYMENT,USD,4589.32
K32167846713976,US,N,1/26/21 3:01,5.1966E+13,IN,TT,USD,48699.8
K32167846713976,US,N,1/31/21 7:31,5.1966E+13,IN,TT,USD,48285.5
K32167846713976,US,N,3/24/21 23:52,5.1966E+13,IN,TT,INR,3248420.93
K32167846713976,US,N,4/18/21 19:08,5.1966E+13,IN,TT,INR,3244537.43
K32167846713976,US,N,4/21/21 8:20,5.1966E+13,IN,TT,INR,3000000
K32167846713976,US,N,6/25/21 8:15,5.1966E+13,IN,TT,USD,48090.62
K32167846713976,US,N,6/25/21 22:01,5.1966E+13,IN,TT,BRL,48000
K32167846713976,US,N,7/17/21 6:11,5.1966E+13,IN,TT,INR,3242667.38
K32167846713976,US,N,10/9/21 23:06,5.1966E+13,IN,TT,INR,3247290.51
K32167846713976,US,N,12/9/21 3:46,5.1966E+13,IN,TT,INR,3251038.43
K32167846713976,US,N,12/21/21 5:57,5.1966E+13,IN,TT,USD,48189.21
K32167846713976,US,N,2/8/21 4:39,6.19628E+13,JP,DIVIDEND,USD,26773.96
K32167846713976,US,N,2/22/21 4:03,6.19628E+13,JP,DIVIDEND,USD,27219.07
K32167846713976,US,N,2/26/21 2:46,6.19628E+13,JP,DIVIDEND,USD,27172.8
K32167846713976,US,N,2/27/21 5:47,6.19628E+13,JP,DIVIDEND,USD,27363.57
K32167846713976,US,N,4/18/21 3:35,6.19628E+13,JP,DIVIDEND,JPY,707932.74
K32167846713976,US,N,7/13/21 0:12,6.19628E+13,JP,DIVIDEND,USD,26918.44
K32167846713976,US,N,7/30/21 7:09,6.19628E+13,JP,DIVIDEND,USD,27112.91
K32167846713976,US,N,8/24/21 5:17,6.19628E+13,JP,DIVIDEND,USD,27032.18
K32167846713976,US,N,10/8/21 2:00,6.19628E+13,JP,DIVIDEND,JPY,708635.45
K32167846713976,US,N,10/18/21 6:59,6.19628E+13,,DIVIDEND,JPY,708378.13
K32167846713976,US,N,10/29/21 4:01,6.19628E+13,JP,DIVIDEND,JPY,707821.38
K32167846713976,US,N,11/8/21 1:02,6.19628E+13,JP,DIVIDEND,JPY,708630.28
K32167846713976,US,N,12/21/21 8:42,6.19628E+13,JP,DIVIDEND,JPY,708363.71
K32167846713976,US,N,12/27/21 5:16,6.19628E+13,JP,DIVIDEND,USD,26831.21
K32167846713976,US,N,1/25/21 4:03,6.19628E+13,JP,INTEREST,JPY,8010438.39
K32167846713976,US,N,2/9/21 22:41,6.19628E+13,JP,INTEREST,JPY,8013553.4
K32167846713976,US,N,2/16/21 19:17,6.19628E+13,JP,INTEREST,USD,36949.84
K32167846713976,US,N,3/16/21 8:12,6.19628E+13,JP,INTEREST,USD,36797.94
K32167846713976,US,N,4/9/21 1:40,6.19628E+13,JP,INTEREST,JPY,8014416.77
K32167846713976,US,N,4/14/21 16:48,6.19628E+13,JP,INTEREST,JPY,8010531.95
K32167846713976,US,N,7/14/21 0:34,6.19628E+13,JP,INTEREST,JPY,8011471.83
K32167846713976,US,N,10/11/21 23:17,6.19628E+13,JP,INTEREST,JPY,8011900.3
K32167846713976,US,N,11/14/21 23:43,6.19628E+13,JP,INTEREST,JPY,8015562.67
K32167846713976,US,N,11/18/21 10:01,6.19628E+13,JP,INTEREST,JPY,8011284.77
K32167846713976,US,N,11/26/21 21:45,6.19628E+13,JP,INTEREST,USD,36856.7
K32167846713976,US,N,11/28/21 20:14,6.19628E+13,JP,INTEREST,USD,36723.17
K32167846713976,US,N,1/1/22 6:52,6.19628E+13,JP,INTEREST,USD,36596.14
K32167846713976,US,N,10/19/21 0:27,9.11997E+13,US,BILLING,USD,12557.47
K32167846713976,US,N,4/22/21 21:25,9.11997E+13,US,OTHER,BRL,175650.66
K32167846713976,US,N,10/1/21 7:36,9.11997E+13,US,OTHER,USD,23819.73
K32786635623393,UK,N,2/8/21 23:16,9.64549E+13,DE,INTEREST,GBP,1400.71
K32786635623393,UK,N,3/29/21 12:16,9.64549E+13,DE,INTEREST,EUR,36913.22
K32786635623393,UK,N,7/8/21 15:34,9.64549E+13,DE,INTEREST,GBP,1000
K32786635623393,UK,N,7/21/21 1:21,9.64549E+13,DE,INTEREST,EUR,37312.16
K32786635623393,UK,N,7/22/21 13:58,9.64549E+13,DE,INTEREST,EUR,36833.73
K32786635623393,UK,N,8/15/21 13:55,9.64549E+13,DE,INTEREST,EUR,37087.81
K32786635623393,UK,N,11/1/21 2:53,9.64549E+13,DE,INTEREST,GBP,1406.7
K32786635623393,UK,N,1/14/21 17:15,9.64549E+13,DE,PAYMENT,GBP,42867.34
K32786635623393,UK,N,3/22/21 17:33,9.64549E+13,DE,PAYMENT,EUR,8192.73
K32786635623393,UK,N,6/19/21 14:52,9.64549E+13,,PAYMENT,EUR,8024.4
K32786635623393,UK,N,1/17/21 22:40,3.96525E+13,FR,PAYMENT,GBP,1344.86
K32786635623393,UK,N,1/1/21 13:31,3.96525E+13,FR,TRANSFER,GBP,43369.03
K32786635623393,UK,N,1/20/21 0:31,3.96525E+13,FR,TRANSFER,GBP,42953.71
K32786635623393,UK,N,1/27/21 16:47,3.96525E+13,FR,TRANSFER,EUR,1354.43
K32786635623393,UK,N,5/9/21 3:01,3.96525E+13,FR,TRANSFER,GBP,43170.99
K32786635623393,UK,N,5/16/21 7:01,3.96525E+13,FR,TRANSFER,GBP,43313.86
K32786635623393,UK,N,5/30/21 19:31,3.96525E+13,FR,TRANSFER,EUR,1342.88
K32786635623393,UK,N,8/10/21 23:37,3.96525E+13,FR,TRANSFER,GBP,43000
K32786635623393,UK,N,8/29/21 0:41,3.96525E+13,FR,TRANSFER,GBP,43020.09
K32786635623393,UK,N,9/29/21 5:47,3.96525E+13,FR,TRANSFER,EUR,1307.71
K32786635623393,UK,N,12/27/21 19:24,3.96525E+13,FR,TRANSFER,GBP,43517.32
K32786635623393,UK,N,9/18/21 15:42,3.96525E+13,FR,TT,JPY,1000
K32786635623393,UK,Y,10/4/21 3:15,8.55258E+13,JP,TT,JPY,5600000
K32786635623393,UK,Y,12/7/21 3:51,8.55258E+13,JP,TT,JPY,560000
K32786635623393,UK,N,4/27/21 4:51,1.66683E+13,UK,DIVIDEND,INR,54463.74
K32786635623393,UK,N,1/30/21 0:19,1.66683E+13,UK,PAYMENT,GBP,54215.02
K32786635623393,UK,N,5/9/21 17:35,1.66683E+13,UK,PAYMENT,GBP,54564.4
K32786635623393,UK,N,5/24/21 1:45,1.66683E+13,UK,PAYMENT,GBP,54306.62
K32786635623393,UK,N,6/19/21 17:58,1.66683E+13,UK,PAYMENT,GBP,54380.64
K32786635623393,UK,N,7/30/21 15:58,1.66683E+13,UK,PAYMENT,GBP,54205.06
K32786635623393,UK,N,8/8/21 22:11,1.66683E+13,UK,PAYMENT,GBP,54298.77
K32786635623393,UK,N,8/11/21 23:33,1.66683E+13,UK,PAYMENT,GBP,54167.52
K32786635623393,UK,N,10/27/21 23:02,1.66683E+13,UK,PAYMENT,GBP,54692.95
K32786635623393,UK,N,12/10/21 16:58,1.66683E+13,UK,PAYMENT,GBP,54264.79
K32786635623393,UK,N,1/31/21 0:16,1.66683E+13,UK,TRANSFER,INR,54500
K32786635623393,UK,N,9/30/21 23:24,1.66683E+13,UK,TT,SGD,54374.85
K33411671937212,SG,N,1/2/21 13:00,7.26516E+13,,BILLING,SGD,13645.53
K33411671937212,SG,N,1/15/21 21:03,9.81618E+13,UK,BILLING,SGD,7386.33
K33411671937212,SG,N,1/28/21 21:58,7.26516E+13,UK,BILLING,GBP,29465.89
K33411671937212,SG,N,3/18/21 13:40,9.81618E+13,UK,BILLING,SGD,7217.71
K33411671937212,SG,N,4/28/21 17:49,7.26516E+13,UK,BILLING,SGD,13782.64
K33411671937212,SG,N,5/30/21 21:06,7.26516E+13,UK,BILLING,GBP,29394.33
K33411671937212,SG,N,6/28/21 13:11,9.81618E+13,UK,BILLING,GBP,41386.06
K33411671937212,SG,N,7/8/21 22:47,9.81618E+13,UK,BILLING,SGD,7229.7
K33411671937212,SG,N,7/27/21 8:19,7.26516E+13,UK,BILLING,SGD,13591.31
K33411671937212,SG,N,8/12/21 18:18,7.26516E+13,UK,BILLING,GBP,29634.52
K33411671937212,SG,N,8/13/21 14:47,9.81618E+13,UK,BILLING,GBP,41799.13
K33411671937212,SG,N,8/25/21 0:43,7.26516E+13,UK,BILLING,GBP,29778.84
K33411671937212,SG,N,10/17/21 15:31,7.26516E+13,,BILLING,SGD,13826
K33411671937212,SG,N,10/24/21 20:04,9.81618E+13,UK,BILLING,SGD,7111
K33411671937212,SG,N,12/15/21 8:18,7.26516E+13,UK,BILLING,SGD,13571.92
K33411671937212,SG,N,1/10/21 19:07,7.26516E+13,UK,DIVIDEND,SGD,63131.23
K33411671937212,SG,N,2/7/21 13:23,7.26516E+13,UK,DIVIDEND,GBP,49868.59
K33411671937212,SG,N,3/14/21 18:22,7.26516E+13,UK,DIVIDEND,SGD,63339.27
K33411671937212,SG,N,4/4/21 8:35,7.26516E+13,UK,DIVIDEND,SGD,62889.05
K33411671937212,SG,N,5/5/21 5:15,7.26516E+13,UK,DIVIDEND,SGD,62872.61
K33411671937212,SG,N,6/9/21 18:47,7.26516E+13,,DIVIDEND,GBP,50045.27
K33411671937212,SG,N,6/29/21 8:47,7.26516E+13,UK,DIVIDEND,SGD,63135.97
K33411671937212,SG,N,7/20/21 10:36,7.26516E+13,UK,DIVIDEND,GBP,49753.91
K33411671937212,SG,N,11/9/21 10:44,7.26516E+13,UK,DIVIDEND,GBP,50326.64
K33411671937212,SG,N,11/28/21 13:16,7.26516E+13,,DIVIDEND,SGD,63200.58
K33411671937212,SG,N,9/28/21 21:52,9.81618E+13,UK,INTEREST,BRL,3789.8
K33411671937212,SG,N,1/9/21 16:31,7.26516E+13,UK,INVESTMENT,HKD,50262.88
K33411671937212,SG,N,7/2/21 7:03,9.81618E+13,UK,INVESTMENT,JPY,3723.8
K33411671937212,SG,N,12/4/21 18:00,7.26516E+13,UK,INVESTMENT,CNY,63331.14
K33411671937212,SG,N,1/26/21 7:38,9.81618E+13,UK,PAYMENT,GBP,16176.12
K33411671937212,SG,N,2/1/21 2:04,9.81618E+13,UK,PAYMENT,SGD,3633.66
K33411671937212,SG,N,2/5/21 6:06,9.81618E+13,UK,PAYMENT,GBP,16410.33
K33411671937212,SG,N,2/13/21 22:22,9.81618E+13,UK,PAYMENT,GBP,16251.51
K33411671937212,SG,N,2/23/21 6:31,9.81618E+13,UK,PAYMENT,GBP,16425.21
K33411671937212,SG,N,3/6/21 23:12,9.81618E+13,UK,PAYMENT,GBP,16313.22
K33411671937212,SG,N,3/9/21 14:05,9.81618E+13,UK,PAYMENT,SGD,3733.75
K33411671937212,SG,N,5/6/21 18:57,9.81618E+13,UK,PAYMENT,SGD,3729.51
K33411671937212,SG,N,5/10/21 5:24,9.81618E+13,UK,PAYMENT,GBP,16173.2
K33411671937212,SG,N,5/31/21 16:35,9.81618E+13,UK,PAYMENT,SGD,3748.04
K33411671937212,SG,N,9/23/21 13:13,9.81618E+13,UK,PAYMENT,GBP,16430.73
